Age,Gender,Country,Region,High School Science Score,Biology Score,Chemistry Score,Physics Score,Mathematics Score,Undergraduate Degree,Medical School Ranking,Institution Type,Medical Entrance Exam Score,Ability to diagnose & treat patients,"Doctor-patient interaction, explaining procedures",Hand-Eye Coordination,Empathy,Analytical Thinking,Years of Medical Education,Clinical Internship Experience (Months),Research Experience (Months),Medical Certifications,Specialization Courses,Interest in Surgery,Interest in Patient Care,Interest in Laboratory & Research,Interest in Emergency Medicine,Interest in Mental Health & Psychology,Preferred Work Environment,Comfort with Long Working Hours,Willingness to Work in Rural Areas,Teamwork Preference,Predicted Medical Career Role
40,Male,USA,Rural,62.95,91.73,70.79,61.7,56.68,BSc Biotech,Mid Tier,Public,53.92,7,6,3,8,5,11,2,6,0,2,4,7,1,7,8,Research Lab,8,No,7,Psychiatrist
56,Male,Canada,Urban,66.51,60.75,92.8,60.09,79.98,BSc Nursing,Low Tier,Public,88.26,5,7,6,9,6,7,20,7,2,3,6,5,1,5,8,Research Lab,3,No,1,Psychiatrist
38,Male,UK,Urban,85.02,89.31,71.44,74.32,87.45,BSc Nursing,Mid Tier,Public,74.03,5,8,7,6,6,9,20,8,8,4,7,9,3,9,1,Research Lab,8,No,2,General Physician
56,Female,Australia,Urban,68.75,65.6,61.73,84.67,97.04,BSc Nursing,Mid Tier,Public,60.44,7,5,9,6,8,14,13,8,6,3,1,1,5,7,7,Pharma Industry,1,No,5,Pediatrician
40,Male,India,Rural,76.94,93.23,82.06,69.78,91.7,BSc Nursing,Mid Tier,Private,56.25,6,9,8,5,9,11,9,19,9,3,2,1,8,6,9,Clinic,9,No,3,Medical Researcher
41,Female,Germany,Urban,84.86,87.69,93.44,81.97,64.47,BSc Biotech,Mid Tier,Public,94.46,9,6,3,8,5,8,15,22,7,2,3,7,7,2,3,Research Lab,9,No,8,Surgeon
57,Male,Germany,Rural,93.22,78.26,87.62,84.24,63.02,BSc Biotech,Mid Tier,Private,78.82,7,6,7,7,9,5,16,3,6,3,6,3,9,8,4,Pharma Industry,9,Yes,3,Emergency Medicine Specialist
56,Female,USA,Rural,81.99,92.86,99.57,66.07,54.88,BPharm,Top Tier,Private,80.91,5,8,4,9,6,8,13,6,7,3,8,6,6,4,8,Clinic,3,Yes,1,Psychiatrist
53,Female,Germany,Rural,67.09,89.32,65.63,90.75,58.37,BSc Nursing,Top Tier,Public,62.04,6,8,9,9,7,11,5,10,9,4,8,6,4,6,8,Pharma Industry,2,Yes,8,Surgeon
45,Female,India,Urban,98.07,90.37,73.78,97.45,86.5,BPharm,Top Tier,Private,77.52,9,6,7,9,6,11,9,10,4,4,2,3,2,2,7,Hospital,2,Yes,9,Anesthesiologist
38,Female,Canada,Urban,63.6,71.6,75.2,85.61,64.46,BDS,Mid Tier,Private,57.95,7,7,3,5,6,6,5,11,1,1,6,6,2,3,8,Hospital,2,No,2,Dentist
28,Female,Germany,Rural,74.68,84.78,62.33,97.91,72.09,BSc Nursing,Top Tier,Public,70.94,9,7,6,6,6,8,19,23,9,4,3,8,3,9,3,Pharma Industry,2,No,6,Emergency Medicine Specialist
22,Female,Germany,Rural,96.85,65.64,61.72,69.85,84.52,BDS,Top Tier,Private,62.3,8,9,7,7,6,6,4,7,4,1,3,8,3,2,2,Pharma Industry,6,Yes,2,General Physician
56,Male,Australia,Urban,84.09,92.83,61.18,61.46,83.25,MBBS,Low Tier,Public,58.33,8,5,6,5,9,10,11,13,3,1,7,1,3,2,3,Hospital,4,No,6,Medical Researcher
53,Male,Canada,Rural,86.51,81.07,76.36,69.9,89.66,BSc Biotech,Mid Tier,Private,89.97,6,8,3,9,5,14,23,20,4,4,7,3,5,3,6,Clinic,5,No,3,Nurse
57,Female,UK,Urban,72.07,93,93.79,85.92,52.92,BSc Biotech,Top Tier,Public,83.08,9,6,6,5,8,11,3,9,6,2,7,3,6,1,9,Pharma Industry,6,No,5,Cardiologist
34,Male,India,Urban,63.14,68.45,88.39,83.91,78.61,BPharm,Low Tier,Private,89.98,8,9,3,7,8,6,22,3,8,3,4,4,9,6,2,Hospital,6,Yes,8,Medical Researcher
27,Female,Germany,Urban,74.63,65.21,77.87,70.7,94.61,BSc Biotech,Mid Tier,Public,91.8,7,9,9,8,6,7,16,4,8,1,5,7,4,8,5,Hospital,5,No,9,Emergency Medicine Specialist
35,Female,Australia,Rural,76.09,87.56,70.56,76.32,68.66,BDS,Low Tier,Private,69.49,7,5,3,9,6,12,14,1,3,1,4,7,8,6,9,Hospital,7,No,3,Psychiatrist
58,Male,India,Urban,70.81,62.34,60.62,74.71,59.57,BSc Biotech,Mid Tier,Private,87.81,9,8,7,6,7,14,2,17,0,0,8,5,8,7,1,Hospital,6,No,1,Medical Researcher
36,Female,USA,Urban,68.62,69.76,67.02,98.02,53.44,BSc Nursing,Mid Tier,Public,86.7,8,7,8,8,7,8,4,9,9,4,3,9,5,7,8,Clinic,9,No,2,Psychiatrist
25,Male,Australia,Urban,74.22,96.35,75.49,72.57,96.99,MBBS,Mid Tier,Private,62.33,6,7,4,6,8,10,19,13,1,4,6,2,9,9,6,Clinic,4,No,1,Emergency Medicine Specialist
37,Male,USA,Urban,85.58,65.31,74.82,67.72,50.19,BPharm,Low Tier,Public,84.46,7,8,5,6,5,14,20,11,0,3,2,2,3,7,2,Research Lab,1,Yes,9,Nurse
49,Female,Germany,Rural,97.96,75.02,70.37,82.62,89.6,BPharm,Mid Tier,Private,96.41,9,9,7,8,6,11,17,11,9,0,5,4,9,8,4,Pharma Industry,8,No,8,Emergency Medicine Specialist
37,Male,Australia,Urban,88.15,97.82,99.89,64.99,63.22,BPharm,Top Tier,Public,84.29,8,9,4,9,9,11,12,2,4,3,2,4,8,7,9,Clinic,9,No,5,Psychiatrist
25,Female,UK,Rural,91.18,60.8,77.9,80.31,62.12,BSc Nursing,Mid Tier,Public,66.37,6,9,7,7,8,14,14,0,1,2,1,9,2,4,7,Research Lab,9,No,8,General Physician
47,Female,India,Rural,72.24,77.81,70.71,87.48,57.88,BSc Biotech,Top Tier,Private,85.1,7,6,7,5,7,5,8,19,4,1,3,9,4,9,3,Hospital,3,No,7,Emergency Medicine Specialist
49,Male,India,Rural,64.19,91.46,76.28,97.73,59.69,BSc Nursing,Mid Tier,Public,79.06,9,7,3,6,5,14,7,14,5,1,4,7,8,3,6,Pharma Industry,5,No,3,Emergency Medicine Specialist
53,Female,Canada,Rural,71.66,96.36,71.18,95.69,75.7,BDS,Top Tier,Public,90.29,5,6,4,6,9,13,5,8,0,2,7,6,5,3,8,Research Lab,4,No,9,Radiologist
23,Female,Australia,Urban,76.11,89.42,74.08,93.65,93.77,BSc Biotech,Mid Tier,Public,63.59,9,5,5,7,5,6,20,9,4,3,2,3,2,1,1,Research Lab,1,No,3,Nurse
52,Male,Australia,Urban,87.6,95.54,65.04,75.75,68.38,BSc Nursing,Top Tier,Public,58.11,9,7,6,7,5,7,12,15,6,2,3,5,7,7,4,Hospital,8,Yes,9,Orthopedic Doctor
24,Male,USA,Urban,97.57,61.37,60.03,95.76,87.28,BDS,Mid Tier,Private,71.63,9,8,9,6,8,12,6,11,1,4,6,4,7,7,1,Research Lab,9,No,3,Surgeon
29,Female,Australia,Urban,92.37,64,79.66,88.67,62.33,BDS,Low Tier,Public,81.32,7,9,3,5,5,8,16,20,4,1,2,9,5,1,2,Hospital,4,No,3,General Physician
45,Female,India,Urban,70.66,89.51,79.57,77.66,95.21,BSc Nursing,Mid Tier,Private,54.84,7,5,7,7,7,10,22,4,7,0,3,5,3,6,7,Clinic,3,No,2,Nurse
36,Male,Australia,Urban,92.81,90.13,66.28,82.56,95.7,BSc Nursing,Low Tier,Public,63.16,7,8,8,9,5,13,5,14,2,2,5,1,2,2,3,Pharma Industry,5,No,9,General Physician
52,Male,Canada,Rural,76.47,84.21,93.31,77.44,55.41,MBBS,Top Tier,Private,58.35,9,6,6,9,5,13,9,11,5,1,4,5,8,6,7,Research Lab,6,Yes,2,Dentist
30,Female,Canada,Rural,67.02,89.21,67.67,67.87,91.94,BSc Nursing,Low Tier,Public,88.51,9,6,7,5,6,10,15,9,7,0,5,7,6,1,4,Hospital,5,Yes,1,Cardiologist
23,Female,India,Urban,78.45,94.32,90.81,78.07,85.09,BPharm,Top Tier,Public,85.22,8,9,3,5,7,8,0,12,3,3,8,1,4,2,8,Clinic,4,Yes,3,Dermatologist
29,Male,India,Urban,82.53,81.82,67.61,92.3,69.69,BSc Biotech,Mid Tier,Public,81.27,8,8,7,6,8,7,0,19,0,0,5,7,4,3,1,Pharma Industry,3,Yes,5,Medical Researcher
28,Female,India,Urban,90.54,97.89,71.25,70.66,91.74,BDS,Mid Tier,Public,73.15,6,7,3,6,7,9,11,6,0,1,4,9,7,8,3,Pharma Industry,5,Yes,3,Emergency Medicine Specialist
37,Male,Australia,Urban,74,87.77,70.8,85.61,95.17,BPharm,Mid Tier,Private,72.37,5,9,7,7,9,8,17,14,5,3,6,5,8,2,3,Research Lab,2,Yes,5,Medical Researcher
56,Female,Australia,Rural,65.87,78.88,69.18,82.13,74.82,BPharm,Mid Tier,Public,75.87,7,7,6,6,5,9,18,23,1,1,9,5,3,6,6,Pharma Industry,8,Yes,9,Pharmacist
51,Male,UK,Urban,63.77,76.86,98.1,96.8,75.44,BDS,Top Tier,Public,90.93,5,5,8,6,6,14,7,20,8,2,6,2,3,1,1,Research Lab,9,Yes,5,Anesthesiologist
31,Male,Germany,Urban,64.5,90.01,70.54,89.85,85.21,BSc Biotech,Top Tier,Private,79.81,7,9,9,7,5,13,22,11,2,3,5,6,7,2,7,Clinic,1,No,4,Emergency Medicine Specialist
59,Male,Germany,Urban,98,85.22,79.4,74.46,62.21,MBBS,Mid Tier,Public,87.32,8,8,8,6,6,7,1,11,5,2,3,4,8,2,6,Research Lab,7,No,1,Pediatrician
39,Female,USA,Urban,98.07,92.7,89.41,82.47,53.84,MBBS,Top Tier,Private,63.06,6,7,3,9,6,7,18,6,3,1,9,6,1,1,2,Pharma Industry,7,No,4,Dentist
26,Female,Australia,Urban,98.75,91.24,72.77,96.45,76.43,BPharm,Mid Tier,Private,73.89,5,9,4,5,6,5,16,10,7,1,4,3,7,2,5,Clinic,9,Yes,3,Surgeon
50,Female,UK,Urban,72.1,80.97,60.47,69.06,66.02,BPharm,Top Tier,Public,81.52,9,7,9,9,9,8,9,22,3,2,6,7,7,6,4,Hospital,2,No,7,Nurse
55,Female,UK,Urban,67.66,97.83,90.47,78.98,56.14,BSc Nursing,Top Tier,Public,65.76,8,5,6,8,8,8,19,2,7,4,1,7,4,3,4,Hospital,9,No,5,Anesthesiologist
44,Male,Canada,Urban,99.24,88.17,71.36,68.87,57.01,MBBS,Mid Tier,Private,75.97,6,5,3,9,7,13,20,5,1,2,6,2,4,2,8,Pharma Industry,1,Yes,3,Psychiatrist
26,Female,Australia,Urban,99.53,68.03,94.93,76.74,60.65,MBBS,Top Tier,Public,92.01,7,5,3,8,8,10,18,3,9,1,6,4,9,9,5,Clinic,2,No,1,Emergency Medicine Specialist
51,Male,UK,Urban,63.13,84.74,79.65,62.33,66.89,BSc Biotech,Mid Tier,Public,53.87,7,8,4,9,6,12,18,11,1,2,8,5,9,8,9,Hospital,7,No,2,Psychiatrist
27,Female,Canada,Rural,90.1,68.07,84.98,95.04,71.84,BSc Nursing,Mid Tier,Public,90.45,6,5,7,6,7,10,20,3,4,2,8,4,6,1,3,Research Lab,3,No,7,Surgeon
25,Male,USA,Urban,71.55,82.35,98.04,99.13,97.83,BDS,Mid Tier,Private,80.16,7,5,8,8,8,14,1,22,2,4,6,2,9,7,4,Pharma Industry,2,No,6,Medical Researcher
50,Male,Canada,Urban,96.37,91.6,94.8,82.71,74.26,BDS,Mid Tier,Public,70.56,7,9,5,7,5,7,15,8,6,3,4,2,1,5,7,Hospital,1,Yes,4,Neurologist
44,Female,USA,Urban,63.57,92.5,91.71,82.16,95.67,BSc Biotech,Top Tier,Private,78.06,9,6,3,7,9,6,8,8,3,3,6,2,3,1,8,Pharma Industry,9,No,7,Nurse
27,Female,Germany,Urban,95.54,86.03,81.23,98.23,77.31,BDS,Top Tier,Public,80.3,7,9,9,9,5,5,21,21,0,4,8,2,2,6,6,Research Lab,4,No,5,Surgeon
53,Female,Germany,Urban,60.1,91.33,66.77,75.73,57.9,MBBS,Top Tier,Public,89.04,5,8,6,9,8,8,2,17,4,3,5,4,9,8,3,Clinic,1,No,2,Emergency Medicine Specialist
39,Female,India,Urban,80.88,78.89,93.64,84.84,92.15,BPharm,Mid Tier,Public,90.11,6,8,7,9,7,8,1,13,2,1,6,2,2,5,9,Clinic,4,No,8,Psychiatrist
36,Male,India,Urban,73.42,82.03,63.76,93.49,50.82,BSc Nursing,Low Tier,Private,87,6,5,8,5,5,11,21,4,8,4,9,6,5,4,2,Pharma Industry,4,No,2,Surgeon
53,Female,Canada,Urban,77.09,95.18,95.5,80.23,78.19,BDS,Low Tier,Private,50.86,9,8,6,5,9,14,17,19,2,1,5,3,2,3,1,Research Lab,8,Yes,8,Cardiologist
30,Male,India,Urban,77.35,79.72,90.65,68.86,67.09,BDS,Top Tier,Private,77.86,8,7,3,6,5,11,15,14,1,1,5,2,3,6,2,Clinic,9,Yes,4,Medical Researcher
58,Female,Australia,Urban,86.14,74.04,92.14,92.51,71.91,BDS,Top Tier,Public,71.57,8,7,4,9,7,12,15,1,8,0,9,2,7,8,3,Pharma Industry,2,No,4,Emergency Medicine Specialist
31,Female,Canada,Rural,60.92,91.88,75.09,70.85,89.87,BDS,Mid Tier,Public,78.81,7,7,4,5,7,8,20,10,4,1,8,9,8,9,3,Hospital,6,No,1,Emergency Medicine Specialist
41,Male,UK,Urban,87.65,62.02,63.4,93.75,50.27,BPharm,Top Tier,Public,80.27,6,9,4,6,9,12,15,12,8,1,2,1,3,1,4,Pharma Industry,3,No,2,Nurse
27,Male,Australia,Urban,60.89,98.33,89.08,97.78,59.12,BPharm,Mid Tier,Private,80.81,5,6,8,7,7,11,17,9,9,1,2,7,1,3,6,Pharma Industry,6,No,8,Cardiologist
24,Male,Canada,Urban,67.41,73.6,99.12,81.84,90.63,BSc Biotech,Low Tier,Private,67.5,5,6,9,8,6,5,16,23,0,0,9,1,9,2,7,Pharma Industry,6,No,1,Surgeon
32,Male,Germany,Urban,84.27,85.18,94.34,61.97,77.27,MBBS,Top Tier,Private,72.35,7,6,8,6,9,7,13,6,2,1,4,3,5,3,2,Hospital,1,No,5,Psychiatrist
38,Male,USA,Rural,63.46,87.42,93.66,98.22,62.92,BDS,Low Tier,Private,50.8,8,9,9,8,9,7,8,13,4,1,9,3,4,2,3,Clinic,9,Yes,4,Surgeon
53,Male,India,Urban,99.64,65.48,85.29,93.25,74.89,BSc Biotech,Top Tier,Public,96.77,7,9,9,8,7,8,9,21,3,2,6,8,4,4,3,Pharma Industry,9,No,5,General Physician
25,Male,India,Rural,91.38,92.91,64.65,64.69,70.15,MBBS,Top Tier,Public,99.4,8,7,7,8,8,11,20,18,5,1,7,7,1,4,6,Pharma Industry,6,No,6,Surgeon
25,Female,India,Urban,88.23,82.88,94.53,85.18,88.44,BPharm,Top Tier,Public,70.05,9,5,4,5,6,5,20,10,5,0,1,3,6,1,6,Research Lab,6,No,6,Nurse
38,Female,Canada,Urban,70.71,73.12,68.88,72.62,87.83,BDS,Mid Tier,Public,70.98,9,9,7,6,7,11,12,10,7,2,1,4,7,1,6,Pharma Industry,5,Yes,3,Anesthesiologist
40,Male,Australia,Urban,61.94,94.03,70.58,73.21,73.16,BPharm,Low Tier,Private,72.98,9,8,9,6,9,12,6,9,0,1,8,6,7,3,6,Hospital,5,Yes,3,Surgeon
26,Male,USA,Rural,99.15,85,90.23,83.21,63.79,BDS,Top Tier,Public,64.67,6,5,3,7,8,13,11,0,8,1,4,1,9,8,8,Research Lab,3,Yes,9,Emergency Medicine Specialist
53,Male,India,Urban,65.91,91.43,88.68,88.48,50.6,BPharm,Top Tier,Public,71.78,8,8,8,6,6,12,12,23,7,1,1,4,5,6,1,Hospital,8,No,3,Cardiologist
43,Female,Australia,Urban,93.22,99.69,62.9,60.45,73.63,BSc Biotech,Mid Tier,Public,67.93,8,8,8,9,8,11,14,23,2,1,9,1,1,3,6,Pharma Industry,9,No,3,Surgeon
27,Female,UK,Urban,67.9,65.21,70.08,66.11,79.63,BSc Biotech,Top Tier,Public,50.98,6,8,3,7,5,8,18,22,7,4,9,1,4,5,5,Clinic,4,No,3,Orthopedic Doctor
56,Female,Germany,Urban,74.96,89.98,92.71,96.11,80.27,BPharm,Top Tier,Private,56.33,9,6,5,7,7,9,21,4,7,4,2,1,6,5,4,Clinic,2,No,8,Cardiologist
43,Female,UK,Rural,87.74,90.31,97.98,79.8,93.4,BPharm,Top Tier,Public,53.93,6,5,6,7,6,14,5,18,4,0,4,1,2,1,5,Pharma Industry,2,Yes,9,Cardiologist
22,Female,USA,Urban,97.81,94.99,70.65,79.68,73.37,BSc Nursing,Top Tier,Private,61.94,7,9,9,7,8,7,17,6,3,1,4,5,8,2,7,Clinic,6,Yes,3,Medical Researcher
41,Female,India,Urban,60.79,76.32,90.43,93.61,86.02,BDS,Mid Tier,Public,54.99,9,6,3,7,6,5,16,22,3,4,6,4,4,4,2,Pharma Industry,6,No,3,Emergency Medicine Specialist
43,Male,UK,Urban,70.43,94.79,80.23,65.17,56.36,BSc Nursing,Top Tier,Public,61.51,8,9,7,6,9,6,21,1,5,3,1,3,2,7,1,Research Lab,3,No,5,Dentist
32,Female,Germany,Urban,90.6,85.6,75.2,88.55,88.2,BPharm,Mid Tier,Private,50.2,7,9,7,6,9,6,6,8,6,4,3,2,3,4,9,Pharma Industry,2,No,7,Neurologist
34,Female,Australia,Urban,66.94,62.75,95.92,80.25,72.26,BSc Biotech,Top Tier,Public,99.44,7,5,7,5,7,12,9,14,0,0,4,7,3,9,4,Clinic,1,No,6,Emergency Medicine Specialist
24,Female,Australia,Urban,64.46,61.26,81.93,89.66,84.72,BDS,Top Tier,Public,55.46,9,6,4,6,9,10,15,17,4,0,2,2,4,8,1,Hospital,5,No,9,Emergency Medicine Specialist
30,Female,UK,Urban,61.85,79.26,87.67,87.17,91.76,BSc Biotech,Top Tier,Public,92,6,7,6,5,6,11,21,5,0,3,7,3,1,7,5,Hospital,9,No,1,Dentist
33,Male,India,Urban,80.1,91.43,83.7,86.66,62.7,BPharm,Mid Tier,Public,55.1,8,8,8,5,6,13,23,18,8,2,1,9,6,6,1,Research Lab,3,Yes,6,General Physician
44,Female,Germany,Rural,90.71,75.37,85.74,94.24,83.33,BSc Nursing,Low Tier,Public,65.57,9,7,5,9,6,7,12,16,7,4,6,5,7,2,2,Hospital,1,No,4,Dermatologist
35,Male,USA,Urban,98.47,94.07,80.69,82.03,56.16,BDS,Mid Tier,Public,97.08,7,8,6,7,5,8,4,18,8,3,7,8,9,7,8,Clinic,9,No,4,General Physician
54,Male,India,Urban,70.7,79.68,81.34,76.31,55.58,BSc Nursing,Top Tier,Public,65.54,7,8,8,9,7,12,8,16,1,0,8,6,1,5,2,Research Lab,1,No,3,Surgeon
39,Male,Canada,Urban,64.85,61.05,94.09,67.94,64.18,BDS,Mid Tier,Public,82.73,7,7,6,7,5,12,18,16,9,0,3,4,6,7,9,Pharma Industry,6,Yes,8,Cardiologist
30,Female,UK,Urban,76.1,98.95,72.11,73.76,56.55,BSc Biotech,Top Tier,Public,65.91,7,9,3,5,6,10,2,6,4,1,5,1,9,5,9,Hospital,7,Yes,7,Surgeon
44,Female,Canada,Urban,62.22,79.58,89.46,94.8,72.65,MBBS,Top Tier,Public,97.14,6,6,9,5,5,13,16,1,7,2,1,9,8,4,8,Hospital,1,No,1,Psychiatrist
31,Female,UK,Rural,73.25,86.01,70.74,73.5,93.38,BDS,Mid Tier,Public,50.52,8,8,4,6,7,8,18,15,2,3,5,2,9,5,9,Hospital,1,No,4,Radiologist
40,Female,USA,Urban,85.72,67.97,62.83,99.42,53.72,BPharm,Mid Tier,Public,62.56,6,6,3,8,9,14,14,3,1,0,5,8,3,2,3,Clinic,5,No,2,Surgeon
26,Male,India,Urban,66.73,71.89,96.13,84.32,68.17,BDS,Mid Tier,Public,70.66,9,5,4,7,5,7,2,16,7,2,6,1,6,6,2,Research Lab,2,No,1,Psychiatrist
44,Female,Germany,Urban,85.28,79.37,76.43,92.6,60.39,BPharm,Mid Tier,Private,91.22,6,6,5,8,7,14,6,12,2,4,6,2,3,3,9,Pharma Industry,8,Yes,4,Psychiatrist
51,Female,India,Urban,98.88,94.25,87.33,79.73,72.94,MBBS,Mid Tier,Private,78.65,9,5,3,5,6,10,0,19,7,4,8,7,6,1,9,Research Lab,7,Yes,7,Cardiologist
46,Female,UK,Urban,94.57,64.08,90.32,86.18,81.71,MBBS,Low Tier,Private,94.74,5,8,4,7,7,11,6,4,2,4,3,9,1,6,5,Clinic,6,Yes,4,General Physician
49,Male,Australia,Rural,74.27,91.21,91.88,99.58,92.65,BSc Biotech,Low Tier,Public,94.19,5,9,4,5,9,5,0,4,8,0,8,3,5,6,6,Pharma Industry,3,No,6,Psychiatrist
55,Female,Canada,Rural,76.86,83.17,69.05,80.01,51.18,BSc Biotech,Mid Tier,Public,97.77,9,9,7,6,5,8,12,0,8,2,3,8,8,6,1,Research Lab,6,No,1,General Physician
46,Female,Germany,Urban,76.77,79.99,86.23,70.53,78.41,MBBS,Mid Tier,Private,59.14,6,9,3,5,7,5,15,10,2,2,6,1,5,4,9,Clinic,9,No,5,Neurologist
31,Female,Germany,Urban,94.4,95.06,90.41,86,84.49,BDS,Mid Tier,Public,71.12,9,5,4,8,8,14,18,7,2,2,4,7,2,9,4,Clinic,6,Yes,6,Emergency Medicine Specialist
35,Female,India,Urban,99.75,64.72,64.79,96.78,56.74,BDS,Low Tier,Public,71.37,7,6,7,8,5,10,3,2,2,0,2,8,5,3,1,Hospital,6,Yes,6,Pediatrician
51,Female,India,Urban,93.04,99.63,65.65,60.69,96.88,BSc Biotech,Top Tier,Public,56.15,6,8,7,6,5,14,2,10,1,4,9,8,4,7,6,Pharma Industry,8,No,5,General Physician
46,Female,UK,Urban,82.32,94.19,74.56,99.7,54.05,BDS,Top Tier,Public,97.26,5,9,7,6,5,8,4,13,3,3,8,2,9,2,7,Clinic,8,No,1,Dermatologist
35,Female,Australia,Urban,63.89,73.03,72.07,81.78,66.01,BDS,Top Tier,Public,68.14,8,8,3,5,5,12,6,10,0,0,3,3,8,6,3,Hospital,4,Yes,3,Dentist
56,Female,Canada,Rural,98.18,78.06,91.89,91.98,61.93,BDS,Top Tier,Public,81.96,5,8,8,5,9,14,13,12,7,3,8,2,3,8,5,Clinic,9,No,9,Surgeon
55,Male,Australia,Urban,94.4,61,85.71,64.73,53.39,BDS,Top Tier,Private,80.21,8,8,8,8,6,14,1,9,7,2,4,5,3,6,4,Clinic,8,No,5,Dentist
31,Female,Germany,Urban,93.66,81.1,79.92,71.66,85,BPharm,Mid Tier,Private,61.85,9,5,5,6,5,6,23,21,8,3,2,8,3,7,9,Research Lab,8,Yes,1,Emergency Medicine Specialist
56,Female,Australia,Urban,75.67,81.91,64.26,99.09,75.56,BSc Biotech,Low Tier,Public,78.61,9,6,9,8,8,11,23,18,5,4,7,5,5,2,2,Hospital,1,No,5,Anesthesiologist
32,Female,UK,Rural,77.89,97.06,64.5,71.52,71.36,MBBS,Top Tier,Public,62.82,7,9,6,6,8,8,7,13,6,3,5,8,9,8,9,Pharma Industry,7,No,4,General Physician
32,Male,Australia,Urban,64.79,75.52,80.68,76.49,59.97,MBBS,Low Tier,Public,64.29,5,6,7,9,8,8,8,17,3,1,3,9,6,5,3,Hospital,2,No,2,Radiologist
42,Male,Canada,Urban,97.51,82.82,95.32,71.23,72.14,BPharm,Top Tier,Private,77.52,5,9,3,9,9,14,12,10,7,2,6,3,7,2,9,Pharma Industry,1,No,1,Psychiatrist
42,Male,Germany,Urban,97.73,89.62,91,78.74,95.06,BSc Biotech,Mid Tier,Private,72.84,9,5,9,9,7,10,1,13,4,1,3,9,4,3,3,Pharma Industry,6,No,8,Cardiologist
43,Female,USA,Rural,70.18,84.34,95.26,66.36,67.76,BPharm,Mid Tier,Public,71.16,9,7,4,6,5,6,20,17,2,3,9,3,3,5,5,Research Lab,7,No,9,Anesthesiologist
28,Female,Germany,Urban,87.84,66.25,82.61,80.35,75.44,BSc Biotech,Mid Tier,Private,69.67,7,5,4,7,8,10,13,12,9,2,9,2,5,4,2,Hospital,2,No,2,Cardiologist
38,Male,USA,Urban,68.14,66.87,68.86,71.94,96.43,BPharm,Top Tier,Public,87.73,6,6,6,9,6,7,21,5,9,2,9,8,6,3,6,Clinic,8,No,2,Neurologist
23,Male,Canada,Rural,75.72,65.53,61.27,92.61,84.56,BDS,Mid Tier,Private,64.05,9,9,3,8,8,5,7,8,6,1,5,1,7,5,6,Research Lab,8,No,2,Surgeon
33,Male,Germany,Urban,72.1,68.71,97.61,75.59,52.09,BPharm,Top Tier,Public,65.63,7,6,4,9,7,5,20,9,3,0,2,7,3,7,8,Pharma Industry,6,No,5,Psychiatrist
39,Male,Germany,Urban,75.58,73.13,79.01,91.71,66.62,BPharm,Top Tier,Public,78.97,9,6,6,8,6,11,1,16,4,2,5,8,7,2,1,Research Lab,2,No,1,Cardiologist
32,Male,Germany,Urban,72.36,89.59,94.36,85.67,98.82,BSc Nursing,Top Tier,Public,98.22,6,5,8,5,5,10,7,22,3,1,2,7,3,2,1,Clinic,5,Yes,2,Cardiologist
37,Male,Germany,Urban,73.81,62.44,89.32,96.6,93.26,BSc Biotech,Top Tier,Public,64.55,8,6,7,6,8,13,13,1,1,4,9,7,3,1,2,Clinic,3,No,1,Orthopedic Doctor
39,Male,UK,Urban,91.64,92.82,93.29,92.42,94.13,BDS,Mid Tier,Private,70.8,8,5,9,5,6,10,5,23,8,0,3,8,4,5,2,Research Lab,5,No,7,Cardiologist
56,Male,India,Rural,72,70.5,68.43,96.04,96.7,BPharm,Top Tier,Private,56.42,9,6,8,5,5,6,20,19,6,1,2,9,7,6,8,Clinic,8,Yes,3,Neurologist
47,Male,Germany,Urban,92.59,84.54,87.18,81.03,81.68,BDS,Mid Tier,Public,82.04,6,7,6,9,9,14,2,18,0,4,9,9,3,5,9,Pharma Industry,8,No,7,Psychiatrist
37,Female,UK,Rural,82.72,82.11,88.91,96.54,89.01,BSc Biotech,Mid Tier,Private,62.56,7,8,5,8,8,10,5,21,5,3,9,4,5,6,2,Clinic,1,No,6,Cardiologist
27,Male,Canada,Rural,91.22,66.16,82.1,66.19,82.68,MBBS,Top Tier,Public,76.3,5,7,7,9,8,7,6,21,5,0,3,1,9,7,7,Clinic,9,Yes,1,Medical Researcher
33,Male,Germany,Rural,96.76,71.49,93.41,63.38,76.42,BSc Nursing,Top Tier,Public,71,9,9,4,6,9,7,6,6,0,0,6,1,1,7,1,Hospital,1,Yes,6,Medical Researcher
34,Male,Australia,Urban,65.54,71.84,99.53,81.04,75.99,BSc Nursing,Mid Tier,Public,88.79,5,5,8,8,8,5,1,12,0,4,1,3,1,8,5,Hospital,2,No,5,Emergency Medicine Specialist
25,Male,Germany,Urban,73.76,84.95,60.42,93.04,50.65,BSc Biotech,Top Tier,Public,91.64,8,8,6,7,8,5,15,6,3,1,6,6,2,6,7,Pharma Industry,8,No,4,Cardiologist
23,Male,Germany,Rural,62.22,91.54,78.2,68.49,61.59,BSc Nursing,Top Tier,Private,86.87,9,6,9,8,5,14,18,6,3,1,1,3,3,1,7,Research Lab,1,No,8,Dermatologist
47,Male,USA,Rural,76.28,99.85,90.16,98.74,51.45,MBBS,Mid Tier,Public,72.52,6,5,9,9,6,14,3,17,5,1,8,5,3,4,4,Pharma Industry,4,Yes,4,Surgeon
