Creativity Score,Adobe Photoshop Proficiency,Adobe Illustrator Proficiency,Adobe After Effects Proficiency,3D Modeling Skill,UI/UX Knowledge,Video Editing Skill,Game Design Knowledge,Sketching/Drawing Skill,Typography Skill,Color Theory Knowledge,Branding Knowledge,Web Development Knowledge,Fashion Design Knowledge,Interior Design Knowledge,Product Design Knowledge,Illustration Skill,Animation Skill,Years of Experience,Preferred Design Style,Career Role
4,8,7,2,1,9,3,2,3,3,6,2,8,2,2,2,5,2,8,Cartoon,Web Designer
5,6,3,9,3,6,9,2,5,5,5,5,2,2,3,2,3,5,4,Realistic,Video Editor
4,4,6,6,5,9,5,3,4,6,3,2,7,2,1,2,4,3,6,Cartoon,UX/UI Designer
8,3,3,2,5,2,3,1,5,4,5,7,3,3,3,1,4,5,5,Abstract,Art Director
5,3,4,2,3,6,4,5,3,4,6,5,2,2,7,1,3,4,3,Futuristic,Interior Designer
5,9,9,2,4,5,3,4,2,9,7,9,3,3,2,3,4,5,7,Modern,Branding & Identity Designer
7,8,8,2,4,6,2,3,4,7,9,8,2,3,3,4,4,5,3,Classic,Branding & Identity Designer
7,5,7,2,3,5,4,3,4,4,6,8,3,2,2,3,3,2,6,Realistic,Art Director
6,6,4,9,5,5,7,5,3,3,3,4,1,3,3,2,5,9,10,Classic,Motion Graphics Designer
8,3,8,3,5,4,4,3,7,6,9,4,1,1,3,1,7,5,5,Modern,Illustration Artist
5,8,9,4,4,6,4,2,5,9,9,8,4,2,1,1,3,4,7,Realistic,Branding & Identity Designer
8,5,4,5,9,4,5,2,8,4,3,2,3,3,3,4,7,4,6,Abstract,Concept Artist
4,8,5,3,5,8,5,2,5,5,6,6,9,2,1,2,4,4,5,Minimalist,Web Designer
6,3,7,8,7,6,9,5,5,4,5,4,4,1,2,4,4,7,6,Abstract,Animator
7,6,3,9,2,3,8,5,2,6,4,4,4,1,2,3,3,9,2,Minimalist,Motion Graphics Designer
6,3,7,4,4,6,5,4,4,5,6,8,2,3,1,2,3,4,9,Cartoon,Art Director
4,5,4,2,3,4,3,4,4,5,3,5,1,2,2,7,5,4,5,Cartoon,Product Designer
8,7,3,9,4,4,8,1,3,5,4,4,3,2,2,4,3,9,7,Classic,Motion Graphics Designer
5,3,7,5,4,3,5,5,4,6,6,6,2,1,3,7,4,5,7,Cartoon,Product Designer
6,6,7,9,4,3,8,1,3,4,4,6,4,3,2,1,3,2,3,Realistic,Video Editor
8,8,8,3,3,2,3,4,3,9,8,6,4,1,3,3,5,2,3,Abstract,Graphic Designer
6,7,8,3,3,4,2,5,3,7,8,2,3,1,3,4,5,2,7,Modern,Graphic Designer
6,9,8,6,4,5,2,5,3,7,9,5,2,3,3,4,5,5,5,Abstract,Graphic Designer
8,6,4,6,1,9,2,3,2,5,3,2,8,2,3,2,4,2,3,Realistic,UX/UI Designer
5,7,6,7,4,2,9,5,4,3,4,5,1,1,2,2,4,7,8,Abstract,Motion Graphics Designer
9,6,8,3,3,6,4,4,7,4,7,2,4,2,3,3,9,3,8,Cartoon,Illustration Artist
7,6,8,3,1,5,4,4,9,6,8,2,2,1,2,3,9,3,3,Minimalist,Illustration Artist
8,7,7,7,4,6,9,3,5,4,4,3,3,1,1,3,3,2,7,Minimalist,Video Editor
9,6,7,8,7,5,9,2,3,6,4,4,2,3,3,1,3,7,2,Minimalist,Animator
5,5,4,5,4,2,4,4,7,5,7,6,4,7,2,4,5,5,9,Abstract,Fashion Designer
6,4,7,4,7,6,3,7,4,4,6,2,1,1,2,3,4,2,10,Cartoon,Game Designer
4,7,3,7,2,2,9,5,2,5,3,3,4,3,1,2,3,9,10,Futuristic,Motion Graphics Designer
6,7,7,6,3,3,4,2,2,7,9,8,4,1,1,3,5,3,1,Cartoon,Branding & Identity Designer
7,4,4,3,8,4,4,7,4,5,6,3,1,3,1,4,4,4,6,Cartoon,Game Designer
7,3,9,6,3,2,2,5,7,4,9,5,2,2,1,3,7,3,6,Futuristic,Illustration Artist
7,7,7,3,2,5,2,1,3,8,9,6,4,1,1,2,3,5,2,Realistic,Graphic Designer
7,5,6,5,3,9,3,3,3,3,6,5,8,3,3,1,4,2,10,Futuristic,UX/UI Designer
5,7,7,2,1,4,4,3,3,9,8,9,2,3,2,4,3,4,10,Abstract,Branding & Identity Designer
8,7,8,6,4,3,4,5,3,7,9,5,1,1,1,2,5,4,3,Realistic,Graphic Designer
7,7,8,5,1,3,2,2,5,7,7,8,3,3,2,2,5,2,4,Cartoon,Branding & Identity Designer
6,3,6,2,5,9,5,5,4,5,4,4,7,2,1,3,4,3,4,Modern,UX/UI Designer
5,3,7,6,3,2,2,5,7,4,9,4,2,7,3,3,4,4,1,Abstract,Fashion Designer
6,7,3,8,5,6,9,4,5,6,5,4,3,3,2,3,5,4,5,Futuristic,Video Editor
7,5,6,8,1,6,9,5,4,6,6,4,3,2,1,1,3,7,5,Futuristic,Motion Graphics Designer
9,5,6,4,9,3,2,5,7,3,5,6,2,1,3,2,9,3,5,Futuristic,Concept Artist
7,9,8,4,4,2,3,1,5,9,8,3,1,1,2,3,5,2,10,Minimalist,Graphic Designer
4,9,8,5,3,6,2,3,4,8,8,8,3,1,3,4,4,3,9,Classic,Branding & Identity Designer
6,3,7,9,4,6,9,2,4,6,4,3,4,3,1,3,5,2,4,Cartoon,Video Editor
8,7,7,2,4,4,5,3,3,7,9,9,1,1,2,1,4,3,7,Cartoon,Branding & Identity Designer
4,3,3,9,4,5,9,1,2,4,3,2,2,3,1,1,4,3,9,Classic,Video Editor
4,9,8,2,3,2,2,3,3,9,7,2,3,2,3,3,4,5,4,Abstract,Graphic Designer
4,5,7,4,2,4,2,1,8,3,8,6,1,8,1,4,4,4,1,Classic,Fashion Designer
4,8,9,4,5,2,4,2,5,8,7,7,4,3,3,4,4,2,5,Minimalist,Branding & Identity Designer
4,6,5,4,4,5,3,1,4,3,5,2,4,2,9,4,5,5,10,Classic,Interior Designer
7,3,5,7,5,2,9,4,5,3,5,2,2,2,3,3,4,5,6,Cartoon,Video Editor
6,4,7,4,7,3,4,2,7,6,3,5,3,2,2,1,7,4,4,Classic,Concept Artist
6,7,4,8,4,5,9,3,3,5,5,6,2,2,3,2,4,8,2,Realistic,Motion Graphics Designer
8,7,3,8,8,5,8,2,5,4,4,2,3,2,2,2,3,8,3,Classic,Animator
9,7,7,3,5,5,5,3,9,3,7,5,1,3,1,3,8,4,5,Minimalist,Illustration Artist
8,5,7,6,3,4,5,3,8,5,7,6,4,3,2,4,7,5,4,Modern,Illustration Artist
8,3,4,3,5,2,4,4,5,6,5,4,3,1,8,3,3,3,6,Minimalist,Interior Designer
6,4,7,9,2,3,9,1,2,6,5,2,4,1,1,4,4,8,1,Cartoon,Motion Graphics Designer
7,3,6,3,5,2,2,5,2,4,4,8,3,3,3,1,5,2,5,Realistic,Art Director
4,7,4,7,5,5,7,2,2,4,6,4,1,2,1,1,3,3,2,Realistic,Video Editor
7,4,5,4,3,3,4,1,2,3,3,5,3,3,1,4,5,2,2,Minimalist,Packaging Designer
6,8,5,5,2,7,5,2,3,3,4,5,8,1,2,1,5,4,2,Classic,Web Designer
6,4,3,7,1,6,7,4,3,4,4,6,2,3,3,3,4,2,8,Minimalist,Video Editor
5,5,3,7,1,2,7,2,5,3,6,2,2,1,3,2,5,3,9,Classic,Video Editor
6,3,5,4,9,2,4,3,7,5,6,2,2,1,1,1,8,5,8,Realistic,Concept Artist
7,8,7,3,5,2,5,2,4,8,7,2,3,3,3,3,3,2,5,Abstract,Graphic Designer
4,9,8,6,3,5,4,2,2,9,9,8,2,2,2,2,5,3,9,Realistic,Branding & Identity Designer
5,6,3,4,2,4,4,2,4,5,5,5,4,1,3,8,4,4,2,Minimalist,Product Designer
6,6,6,3,9,2,2,2,8,6,5,5,3,1,3,1,7,3,1,Futuristic,Concept Artist
4,3,7,8,3,6,9,3,2,6,3,4,2,3,1,3,5,3,4,Minimalist,Video Editor
6,7,8,5,3,5,2,5,3,8,8,6,1,1,1,2,4,5,6,Modern,Graphic Designer
8,7,7,2,4,3,3,2,2,8,7,7,4,1,3,2,3,3,3,Classic,Branding & Identity Designer
5,4,4,5,4,6,4,2,8,6,7,4,3,7,2,2,5,4,5,Classic,Fashion Designer
8,4,7,5,3,5,2,5,4,5,4,5,3,2,1,9,4,4,5,Abstract,Product Designer
6,6,7,4,8,5,5,8,2,6,6,6,1,3,1,2,4,4,4,Futuristic,Game Designer
7,5,4,6,2,8,2,4,3,5,3,4,7,1,3,3,5,4,1,Abstract,UX/UI Designer
7,7,7,9,8,6,7,1,4,3,3,4,2,2,3,2,3,7,6,Cartoon,Animator
5,4,6,5,3,9,2,2,2,3,6,4,7,3,1,1,4,3,7,Classic,UX/UI Designer
8,7,6,5,1,2,2,5,3,6,5,3,2,3,3,8,5,2,6,Realistic,Product Designer
6,3,6,3,1,5,4,1,3,3,5,6,2,2,3,3,5,4,6,Futuristic,Packaging Designer
5,4,7,5,4,6,4,3,4,4,3,9,4,3,2,1,5,4,7,Minimalist,Art Director
6,7,7,5,2,5,4,3,3,9,7,3,1,2,1,4,5,5,8,Realistic,Graphic Designer
6,6,7,5,4,6,5,1,5,4,5,8,2,3,1,2,5,5,5,Abstract,Art Director
6,7,8,6,5,4,5,1,7,5,9,5,2,2,3,2,7,3,10,Modern,Illustration Artist
7,9,7,6,1,4,4,2,2,7,7,7,2,3,2,1,5,3,6,Minimalist,Branding & Identity Designer
6,6,4,7,9,4,7,3,4,4,4,2,1,2,1,1,5,7,5,Cartoon,Animator
7,7,6,7,3,2,7,5,4,4,6,3,1,2,3,3,3,5,3,Realistic,Video Editor
4,6,5,3,2,2,2,5,3,5,6,3,4,2,9,1,4,2,3,Futuristic,Interior Designer
7,4,4,5,2,6,2,4,4,6,6,7,2,3,2,2,5,5,8,Futuristic,Art Director
8,5,5,2,9,6,3,9,3,4,3,3,2,3,2,3,4,5,4,Futuristic,Game Designer
4,3,5,4,3,2,3,3,3,4,3,5,2,1,3,1,4,2,7,Cartoon,Packaging Designer
7,7,7,6,2,6,3,5,7,4,8,3,3,1,3,4,7,2,8,Abstract,Illustration Artist
4,9,7,6,3,5,3,2,5,7,9,3,1,1,1,2,3,2,4,Classic,Graphic Designer
9,7,4,3,9,4,4,2,9,3,4,3,3,1,1,2,8,4,1,Realistic,Concept Artist
7,6,7,5,3,3,3,2,9,6,9,4,4,2,2,1,9,4,4,Abstract,Illustration Artist
8,5,3,7,3,6,8,1,2,3,4,6,4,2,2,1,4,7,9,Minimalist,Motion Graphics Designer
4,6,6,4,4,2,3,5,8,6,8,6,4,7,1,4,4,4,6,Classic,Fashion Designer
7,7,6,5,5,6,3,5,7,4,9,2,4,9,1,4,3,2,8,Modern,Fashion Designer
5,7,3,8,2,2,8,4,4,5,3,5,2,3,3,4,5,7,10,Modern,Motion Graphics Designer
9,3,8,5,5,2,3,5,7,3,7,4,4,2,2,1,7,3,3,Cartoon,Illustration Artist
4,4,6,9,1,4,9,3,2,3,3,2,2,1,1,1,5,4,3,Modern,Video Editor
6,6,6,7,8,3,7,4,4,4,6,4,1,3,2,3,5,9,5,Modern,Animator
4,7,3,3,9,5,4,9,3,4,4,5,1,1,3,1,3,4,9,Realistic,Game Designer
8,3,8,4,5,4,3,2,9,4,9,5,3,2,2,1,8,5,9,Cartoon,Illustration Artist
5,4,3,8,1,3,8,3,5,3,5,4,4,3,1,3,3,7,4,Futuristic,Motion Graphics Designer
4,7,4,3,2,7,5,4,3,3,6,5,7,1,1,3,3,2,2,Modern,Web Designer
7,7,5,4,2,4,4,3,3,6,4,2,1,3,3,4,5,3,3,Futuristic,Packaging Designer
4,5,6,2,3,5,4,4,2,3,4,2,3,1,9,3,3,5,6,Abstract,Interior Designer
7,3,3,2,4,7,3,3,3,4,6,6,8,3,1,2,5,5,2,Modern,UX/UI Designer
9,7,3,7,9,6,7,1,2,3,5,5,1,2,3,2,5,9,2,Cartoon,Animator
8,6,7,7,5,4,8,4,2,6,6,5,3,1,1,4,4,9,4,Futuristic,Motion Graphics Designer
4,4,6,8,5,6,8,4,5,6,6,6,1,2,3,4,4,8,6,Modern,Motion Graphics Designer
7,6,7,3,7,6,2,7,2,3,4,5,2,3,1,4,5,3,3,Cartoon,Game Designer
5,8,9,3,1,4,3,4,2,8,9,4,3,3,1,3,4,2,9,Futuristic,Graphic Designer
7,7,6,2,3,4,3,5,3,3,3,9,3,1,1,3,3,2,9,Modern,Art Director
7,6,3,2,9,5,5,3,8,5,3,3,4,1,1,1,8,5,7,Classic,Concept Artist
8,5,6,7,8,5,9,2,5,4,3,5,4,3,2,4,4,8,10,Minimalist,Animator
7,5,7,3,3,3,5,3,5,3,5,4,1,2,3,7,3,5,5,Futuristic,Product Designer
6,5,6,2,8,4,3,9,3,3,4,6,1,2,3,3,5,4,6,Futuristic,Game Designer
7,5,5,2,2,6,2,4,4,5,4,2,3,1,3,9,5,4,6,Abstract,Product Designer
4,7,5,5,9,5,2,8,2,6,4,5,4,1,2,4,4,4,9,Classic,Game Designer
6,5,7,2,3,7,2,3,4,4,3,6,7,2,1,4,3,3,8,Classic,UX/UI Designer
7,3,5,2,1,2,3,5,2,3,5,3,2,2,9,4,5,4,7,Futuristic,Interior Designer
6,7,6,2,8,4,5,5,7,6,6,2,1,2,2,4,9,4,10,Abstract,Concept Artist
5,3,7,2,3,4,4,5,5,6,5,4,1,1,8,4,3,4,9,Classic,Interior Designer
5,4,5,5,3,3,5,3,9,5,9,2,4,7,3,2,5,2,8,Futuristic,Fashion Designer
6,7,6,2,4,5,3,4,4,4,3,5,1,3,9,3,5,5,5,Abstract,Interior Designer
4,4,6,3,3,5,2,2,4,6,5,5,3,1,3,8,5,5,4,Realistic,Product Designer
8,3,6,5,9,2,2,8,3,6,5,2,1,1,2,1,4,2,2,Cartoon,Game Designer
7,5,3,5,1,3,5,2,3,3,4,7,2,1,2,2,4,2,7,Realistic,Art Director
6,3,3,5,3,8,3,5,4,5,3,5,9,2,3,3,4,4,6,Minimalist,UX/UI Designer
7,5,6,5,1,4,3,5,2,4,6,2,4,2,7,3,4,2,5,Classic,Interior Designer
5,5,4,2,3,7,4,3,2,5,3,4,9,1,3,3,5,3,2,Minimalist,UX/UI Designer
4,7,6,2,1,7,4,1,3,3,3,5,7,1,3,4,4,5,5,Abstract,Web Designer
9,6,7,7,9,5,7,2,3,5,6,2,2,3,2,3,3,8,4,Futuristic,Animator
4,7,9,2,4,6,2,1,2,8,9,3,2,3,1,3,4,2,9,Abstract,Graphic Designer
8,3,3,2,1,9,4,3,2,6,3,2,7,2,2,4,3,3,5,Cartoon,UX/UI Designer
4,3,3,7,5,5,9,4,5,5,6,3,2,3,3,4,5,3,6,Minimalist,Video Editor
4,7,8,5,5,5,5,3,5,9,8,3,2,1,3,2,4,5,2,Modern,Graphic Designer
5,7,7,3,1,6,2,1,2,3,4,9,1,3,3,2,3,2,1,Futuristic,Art Director
6,4,6,3,7,6,4,4,7,3,6,4,3,1,3,4,8,4,1,Classic,Concept Artist
5,5,3,4,3,4,5,4,8,5,9,2,4,7,1,2,3,4,1,Modern,Fashion Designer
7,6,7,3,2,2,5,4,4,4,6,2,2,1,2,7,4,5,2,Classic,Product Designer
6,4,6,5,4,5,4,2,5,4,4,4,3,2,3,9,3,5,8,Realistic,Product Designer
7,7,8,2,1,2,4,1,5,7,7,3,2,2,3,2,3,5,10,Realistic,Graphic Designer
4,4,5,9,1,3,8,5,4,4,4,3,4,3,2,3,4,4,1,Modern,Video Editor
8,3,8,3,1,4,2,1,7,6,8,2,4,3,3,2,7,3,6,Minimalist,Illustration Artist
7,8,8,3,5,5,4,1,5,7,8,2,1,3,1,4,5,2,9,Abstract,Graphic Designer
4,5,6,4,3,5,3,5,3,4,3,8,4,2,3,2,4,3,4,Cartoon,Art Director
6,3,7,6,4,2,3,5,4,4,4,5,2,2,3,4,4,4,10,Futuristic,Packaging Designer
7,5,3,5,3,8,4,3,2,5,3,5,9,1,3,3,3,2,5,Cartoon,UX/UI Designer
7,9,8,3,5,2,2,2,2,7,7,7,2,1,1,2,3,3,1,Classic,Branding & Identity Designer
6,7,9,2,4,5,2,5,4,7,8,6,2,3,2,3,5,4,10,Realistic,Graphic Designer
7,4,7,3,2,3,4,2,2,3,5,4,3,1,9,3,3,5,6,Classic,Interior Designer
7,4,3,3,4,2,5,1,2,6,4,4,3,2,3,3,3,5,10,Cartoon,Packaging Designer
5,9,7,5,3,7,5,3,3,3,3,6,9,3,1,1,5,3,8,Realistic,Web Designer
8,8,9,6,4,3,4,1,5,7,9,9,1,3,2,1,4,4,1,Classic,Branding & Identity Designer
4,7,9,2,5,6,5,5,4,7,7,6,2,1,1,4,4,4,5,Futuristic,Graphic Designer
5,5,5,5,2,3,2,2,4,5,3,4,3,1,2,8,4,3,4,Realistic,Product Designer
5,6,6,6,1,2,2,5,2,4,5,4,1,1,8,2,5,2,1,Minimalist,Interior Designer
6,6,9,2,5,4,5,4,9,4,8,2,1,1,3,2,9,4,8,Minimalist,Illustration Artist
7,7,3,4,4,7,2,3,2,4,5,6,9,3,2,2,3,4,8,Realistic,Web Designer
4,7,7,4,4,8,3,5,5,3,6,3,9,3,3,2,3,5,4,Abstract,UX/UI Designer
7,4,4,2,3,5,4,1,5,6,6,2,4,2,7,1,3,2,2,Minimalist,Interior Designer
4,4,6,5,5,9,4,2,4,5,5,3,9,3,1,3,4,5,7,Classic,UX/UI Designer
5,7,6,7,2,6,9,3,5,5,5,6,1,1,1,1,3,4,9,Modern,Video Editor
7,4,7,4,8,2,2,3,7,3,4,3,4,2,2,4,8,2,3,Abstract,Concept Artist
5,4,6,7,1,5,7,2,3,4,4,2,1,3,2,1,3,5,4,Modern,Video Editor
8,3,4,2,4,3,2,2,4,6,3,7,3,3,3,4,4,3,4,Abstract,Art Director
4,3,5,2,4,5,4,5,3,4,3,3,3,3,2,8,5,2,2,Classic,Product Designer
7,6,6,7,9,6,7,5,3,5,5,2,4,2,1,1,3,7,8,Modern,Animator
9,3,8,2,4,3,4,3,8,6,9,5,2,1,3,1,9,5,5,Modern,Illustration Artist
7,3,4,4,7,2,3,2,8,4,6,4,2,2,3,3,9,4,9,Classic,Concept Artist
6,5,7,4,1,8,5,5,4,6,3,2,7,1,1,1,3,2,2,Futuristic,UX/UI Designer
6,5,4,2,1,4,5,2,5,4,6,9,3,1,2,4,3,2,9,Modern,Art Director
4,4,4,6,8,6,4,7,4,3,3,3,3,2,1,3,3,4,4,Classic,Game Designer
6,3,3,3,4,5,2,5,9,6,7,3,1,7,3,3,4,3,8,Classic,Fashion Designer
5,6,7,2,4,3,4,4,4,4,3,9,3,3,3,1,3,4,1,Cartoon,Art Director
4,4,4,5,2,4,3,2,5,3,6,4,1,1,1,2,5,3,4,Minimalist,Packaging Designer
9,6,7,9,7,6,8,2,2,6,4,4,3,3,3,2,5,7,3,Futuristic,Animator
8,6,7,7,9,3,7,2,3,5,4,3,4,3,1,3,3,8,9,Modern,Animator
6,3,3,5,8,2,2,5,9,3,5,4,3,2,3,4,9,5,6,Modern,Concept Artist
4,5,7,2,7,3,3,9,4,5,6,5,3,1,3,2,4,4,6,Classic,Game Designer
7,5,6,7,8,4,7,2,3,3,4,2,1,3,1,3,5,8,6,Modern,Animator
5,6,4,5,5,5,2,5,5,5,4,4,4,2,1,7,5,2,1,Cartoon,Product Designer
7,5,3,6,2,4,5,4,3,6,6,3,3,2,3,4,3,3,10,Realistic,Packaging Designer
4,5,5,4,5,6,4,3,2,6,3,5,3,3,3,2,3,5,2,Realistic,Packaging Designer
5,6,6,5,4,5,3,3,3,4,6,5,1,3,9,2,5,2,4,Realistic,Interior Designer
5,7,4,4,1,8,3,4,5,3,5,2,9,2,3,3,3,2,2,Realistic,Web Designer
7,3,7,2,7,2,2,2,8,3,5,3,1,1,3,4,9,5,2,Futuristic,Concept Artist
5,5,3,5,1,3,5,5,5,5,6,8,4,2,3,2,4,3,4,Cartoon,Art Director
4,7,7,3,2,8,2,5,3,5,6,2,7,1,2,3,5,3,8,Classic,Web Designer
4,7,4,4,9,4,5,9,2,5,4,4,1,3,3,4,4,4,7,Modern,Game Designer
7,4,4,8,5,4,9,1,3,5,4,5,1,1,2,3,4,4,2,Modern,Video Editor
7,7,7,3,1,4,5,5,4,4,6,4,2,1,9,4,3,2,6,Abstract,Interior Designer
9,5,3,6,9,5,5,1,7,4,3,2,1,3,1,2,8,3,10,Futuristic,Concept Artist
4,5,5,6,3,6,5,5,3,4,6,6,3,1,8,1,3,5,9,Classic,Interior Designer
8,3,3,9,1,6,7,1,2,4,6,6,3,3,2,2,4,9,2,Realistic,Motion Graphics Designer
4,7,4,4,4,2,5,2,7,6,9,3,1,8,1,4,5,2,8,Cartoon,Fashion Designer
9,6,5,6,9,5,4,1,7,4,4,6,3,1,1,1,8,5,10,Minimalist,Concept Artist
7,5,8,3,4,6,4,2,8,4,8,5,2,2,1,3,9,4,1,Minimalist,Illustration Artist
6,6,6,8,3,5,7,4,3,3,3,6,2,1,2,4,4,8,9,Modern,Motion Graphics Designer
5,8,7,3,1,2,2,2,4,9,9,2,4,3,2,1,3,3,7,Modern,Graphic Designer
9,4,4,9,8,4,8,3,3,3,3,2,2,3,3,3,3,7,10,Realistic,Animator
5,9,8,3,5,6,5,5,4,8,9,5,4,3,2,1,4,3,3,Realistic,Graphic Designer
6,7,3,9,5,6,8,5,2,4,5,4,1,1,1,1,3,5,8,Abstract,Video Editor
5,7,6,4,1,8,4,4,5,4,6,5,7,3,2,1,3,4,5,Realistic,Web Designer
5,8,8,5,2,3,5,3,4,9,7,3,4,1,2,3,3,2,7,Futuristic,Graphic Designer
7,9,3,5,3,7,3,5,5,5,5,5,7,1,1,4,5,5,2,Classic,Web Designer
5,9,7,5,2,7,5,2,5,3,5,2,9,2,3,3,5,2,1,Realistic,Web Designer
4,5,5,5,2,6,5,1,3,6,3,2,3,2,3,1,4,2,1,Modern,Packaging Designer
6,6,6,4,5,3,3,3,4,6,5,2,4,3,8,1,4,5,4,Modern,Interior Designer
7,3,7,2,5,4,5,4,4,5,6,2,2,2,3,9,3,2,10,Modern,Product Designer
6,3,7,9,7,3,9,1,2,4,4,5,1,1,2,1,3,9,7,Minimalist,Animator
7,8,8,5,1,4,4,5,2,7,9,4,3,3,3,1,3,5,8,Cartoon,Graphic Designer
6,5,5,6,8,3,3,8,3,3,5,3,2,2,3,2,3,4,7,Abstract,Game Designer
8,6,5,8,8,5,7,4,5,4,5,2,2,3,1,4,3,8,4,Realistic,Animator
6,4,3,4,7,6,4,8,5,6,6,6,3,2,2,1,5,3,3,Modern,Game Designer
6,5,5,7,2,2,8,4,3,6,3,2,1,3,1,3,4,2,1,Abstract,Video Editor
5,5,3,7,1,5,8,3,3,4,4,4,3,1,3,4,4,8,3,Futuristic,Motion Graphics Designer
8,5,5,8,2,5,7,4,3,6,6,6,3,1,3,4,5,8,3,Minimalist,Motion Graphics Designer
4,4,4,3,4,5,5,3,2,6,4,5,4,3,1,9,4,4,8,Cartoon,Product Designer
4,3,4,6,5,6,4,5,5,6,5,2,2,2,3,9,4,3,7,Abstract,Product Designer
8,6,7,4,3,6,4,4,8,6,8,6,1,3,2,2,9,5,9,Minimalist,Illustration Artist
8,5,9,2,4,6,3,2,9,4,7,3,4,1,2,1,8,5,10,Realistic,Illustration Artist
6,8,9,4,2,2,3,1,5,7,9,7,4,1,3,4,4,5,6,Cartoon,Branding & Identity Designer
6,5,7,9,7,5,9,1,5,4,6,6,4,2,1,1,3,7,9,Cartoon,Animator
5,8,4,6,3,7,4,4,5,4,5,2,8,2,1,1,5,2,9,Classic,Web Designer
6,4,7,3,1,6,3,4,7,4,7,3,3,1,3,2,9,5,2,Modern,Illustration Artist
4,7,3,3,3,8,2,4,4,3,3,2,9,3,2,3,5,3,8,Minimalist,Web Designer
7,4,4,2,1,4,3,4,2,6,6,5,2,1,2,9,5,4,3,Classic,Product Designer
4,3,5,7,3,2,7,4,5,4,6,3,3,1,3,2,4,7,10,Minimalist,Motion Graphics Designer
9,3,7,2,5,2,3,2,8,4,7,5,4,3,3,4,9,3,9,Futuristic,Illustration Artist
7,6,4,3,4,3,5,1,3,3,5,5,2,1,2,9,3,4,7,Cartoon,Product Designer
8,3,5,2,2,7,5,3,3,6,4,2,7,1,3,4,4,3,10,Futuristic,UX/UI Designer
7,8,9,6,3,5,4,5,2,8,9,5,2,3,2,1,4,2,6,Futuristic,Graphic Designer
4,3,7,5,7,6,5,8,3,4,5,6,4,3,1,4,3,3,4,Realistic,Game Designer
4,6,6,5,5,2,5,2,4,6,5,6,2,3,1,3,5,4,2,Futuristic,Packaging Designer
7,6,6,3,7,6,5,1,7,6,3,2,3,2,1,1,8,3,9,Cartoon,Concept Artist
4,3,5,5,2,2,3,1,4,5,4,3,2,1,3,2,4,3,1,Futuristic,Packaging Designer
4,3,3,4,4,8,4,5,2,3,4,2,7,1,3,4,4,3,2,Futuristic,UX/UI Designer
7,9,7,5,1,6,5,2,3,9,8,8,2,3,2,2,5,5,8,Abstract,Branding & Identity Designer
7,7,9,6,5,4,4,3,7,5,9,6,3,2,2,4,9,2,7,Classic,Illustration Artist
6,9,3,5,5,8,5,5,3,3,6,5,8,3,1,2,5,5,2,Modern,Web Designer
4,6,7,5,3,3,3,1,2,5,6,4,1,3,1,2,5,2,5,Minimalist,Packaging Designer
8,5,7,4,1,5,2,3,4,4,6,8,2,1,1,4,3,4,5,Futuristic,Art Director
7,4,6,6,5,2,2,5,2,3,3,9,1,1,2,2,3,5,7,Cartoon,Art Director
6,8,9,4,2,6,5,5,5,7,8,2,3,1,3,1,3,5,5,Realistic,Graphic Designer
7,4,7,4,4,4,2,2,2,3,6,4,2,3,8,1,5,2,5,Minimalist,Interior Designer
6,7,6,3,7,3,2,8,5,5,3,4,3,2,1,3,3,5,2,Modern,Game Designer
6,6,5,5,1,5,5,4,4,5,3,4,2,3,3,9,4,2,2,Abstract,Product Designer
8,4,5,6,8,6,3,8,4,3,3,5,4,3,1,1,5,4,4,Modern,Game Designer
7,4,9,5,1,4,5,2,9,3,9,4,3,2,1,1,8,3,2,Abstract,Illustration Artist
6,7,6,7,8,2,7,5,2,6,5,3,1,2,2,1,5,9,4,Minimalist,Animator
4,3,7,6,5,3,3,5,4,4,3,7,4,2,2,4,3,4,4,Classic,Art Director
6,4,6,3,7,5,3,5,9,5,6,2,2,2,3,2,8,2,4,Cartoon,Concept Artist
4,7,9,4,5,4,4,5,3,8,9,8,4,1,1,3,5,2,5,Modern,Branding & Identity Designer
6,7,4,5,4,4,4,5,5,5,5,5,3,2,1,9,5,4,6,Modern,Product Designer
7,5,3,4,1,9,5,4,5,6,3,3,7,1,3,2,3,5,7,Abstract,UX/UI Designer
6,4,5,5,7,3,3,2,8,3,3,6,4,1,3,1,8,3,9,Realistic,Concept Artist
5,9,7,4,5,3,3,2,4,9,7,8,2,3,2,2,4,4,8,Cartoon,Branding & Identity Designer
9,3,6,8,7,3,8,5,3,6,6,6,1,2,2,2,3,7,9,Abstract,Animator
7,4,4,4,8,5,2,8,5,4,3,5,2,3,3,2,3,5,9,Minimalist,Game Designer
6,3,6,6,3,6,3,4,7,6,7,4,4,7,1,2,3,3,5,Modern,Fashion Designer
9,3,8,2,4,6,4,1,8,5,7,5,4,3,1,2,9,4,5,Minimalist,Illustration Artist
5,6,4,6,2,5,5,1,3,4,5,5,4,3,9,3,4,5,8,Cartoon,Interior Designer
6,5,6,8,1,5,9,5,3,5,6,5,4,2,3,2,4,9,8,Minimalist,Motion Graphics Designer
8,7,4,2,9,6,2,2,7,6,6,4,2,3,3,1,9,5,4,Modern,Concept Artist
7,4,3,3,8,5,2,5,9,5,4,2,1,1,3,2,7,4,1,Futuristic,Concept Artist
